epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_s,vram_peak_alloc_gb,vram_peak_reserved_gb,cuda_util_pct,gpu_temp_c,cpu_pct,ram_used_gb
45,0.298267,0.995090,0.286549,0.998778,0.00088250,165.9,9.529,12.877,61,62,9.0,15.56
46,0.297988,0.995254,0.286532,0.998889,0.00087738,165.8,9.529,12.877,62,63,9.0,15.56
47,0.297664,0.995323,0.285395,0.999000,0.00087217,166.0,9.530,12.877,75,65,9.1,15.54
48,0.298013,0.995311,0.285313,0.999000,0.00086686,165.7,9.529,12.877,43,66,9.1,15.53
49,0.297655,0.995289,0.284175,0.999444,0.00086147,165.9,9.529,12.877,46,65,9.0,15.55
50,0.296981,0.995619,0.284751,0.998778,0.00085598,165.7,9.529,12.877,55,66,8.9,15.57
51,0.297218,0.995544,0.285516,0.999000,0.00085040,165.6,9.528,12.877,55,63,9.0,15.53
52,0.296819,0.995582,0.285904,0.998889,0.00084474,165.8,9.530,12.877,54,64,9.0,15.54
53,0.297081,0.995594,0.285199,0.999222,0.00083899,165.7,9.530,12.877,45,63,9.1,15.55
54,0.296839,0.995708,0.286516,0.998889,0.00083316,165.7,9.529,12.877,43,67,9.0,15.54
55,0.296719,0.995774,0.286500,0.998778,0.00082725,165.7,9.529,12.877,57,64,9.1,15.53
56,0.296075,0.995856,0.283793,0.999556,0.00082125,165.9,9.529,12.877,63,66,9.0,15.57
57,0.296170,0.995826,0.285451,0.999222,0.00081518,165.9,9.530,12.877,50,64,9.0,15.53
58,0.295592,0.996024,0.284782,0.999222,0.00080902,165.8,9.528,12.877,46,65,9.2,15.55
59,0.296206,0.995990,0.283516,0.999444,0.00080279,165.8,9.530,12.877,69,64,9.1,15.51
60,0.295979,0.996006,0.285116,0.999222,0.00079649,166.1,9.529,12.877,66,62,9.0,15.54
61,0.295654,0.996099,0.284060,0.999556,0.00079011,166.0,9.530,12.877,42,65,9.0,15.53
62,0.295450,0.996156,0.284663,0.999222,0.00078366,165.9,9.528,12.877,59,64,9.1,15.54
63,0.295103,0.996304,0.285369,0.998778,0.00077713,165.8,9.529,12.877,57,63,9.1,15.53
64,0.295022,0.996202,0.283642,0.999444,0.00077054,166.0,9.529,12.877,66,63,9.0,15.51
65,0.295007,0.996293,0.285483,0.999000,0.00076389,165.8,9.529,12.877,51,64,9.0,15.54
66,0.295111,0.996354,0.284073,0.999444,0.00075716,166.1,9.529,12.877,65,62,9.0,15.53
67,0.295148,0.996316,0.284072,0.999444,0.00075038,165.8,9.528,12.877,61,62,9.0,15.55
68,0.294315,0.996518,0.285184,0.999000,0.00074353,165.8,9.529,12.877,65,61,9.0,15.53
69,0.294274,0.996502,0.284905,0.999111,0.00073662,165.7,9.530,12.877,66,62,9.0,15.59
70,0.293864,0.996600,0.285105,0.998889,0.00072965,165.6,9.528,12.877,53,61,9.0,15.53
71,0.294343,0.996489,0.283715,0.999444,0.00072262,165.7,9.529,12.877,50,64,9.0,15.54
72,0.293765,0.996671,0.284601,0.999222,0.00071554,165.6,9.530,12.877,65,61,9.1,15.52
73,0.294742,0.996445,0.284772,0.999444,0.00070841,165.9,9.528,12.877,57,65,9.0,15.53
74,0.293049,0.996917,0.283912,0.999556,0.00070122,165.9,9.530,12.877,68,62,9.1,15.51
75,0.293495,0.996757,0.283718,0.999667,0.00069399,166.0,9.529,12.877,64,62,9.1,15.55
76,0.293292,0.996883,0.283216,0.999778,0.00068671,165.8,9.528,12.877,56,62,9.0,15.53
77,0.293226,0.996901,0.283837,0.999667,0.00067938,165.6,9.528,12.877,61,62,8.9,15.53
78,0.293214,0.996855,0.283610,0.999667,0.00067200,165.8,9.528,12.877,63,66,9.0,15.53
79,0.292565,0.997078,0.283652,0.999444,0.00066458,165.7,9.530,12.877,67,63,9.2,15.54
80,0.292744,0.997035,0.283294,0.999778,0.00065713,165.8,9.529,12.877,42,66,9.2,15.55
81,0.292551,0.997081,0.284226,0.999333,0.00064963,165.9,9.530,12.877,46,63,9.0,15.54
82,0.292210,0.997204,0.283253,0.999778,0.00064209,165.8,9.530,12.877,43,63,9.1,15.53
83,0.292655,0.997051,0.283462,0.999556,0.00063453,165.9,9.530,12.877,66,62,8.9,15.53
84,0.292484,0.997144,0.284036,0.999333,0.00062692,165.8,9.528,12.877,59,64,8.9,15.56
85,0.292368,0.997156,0.284330,0.999444,0.00061929,165.9,9.529,12.877,46,67,9.2,15.51
86,0.292429,0.997201,0.283169,0.999556,0.00061162,165.8,9.530,12.877,58,64,9.0,15.53
87,0.292160,0.997236,0.282672,1.000000,0.00060393,165.9,9.529,12.877,49,62,8.9,15.54
88,0.291232,0.997570,0.283225,0.999889,0.00059621,166.0,9.529,12.877,46,65,9.0,15.59
89,0.291698,0.997349,0.282862,0.999778,0.00058847,165.7,9.529,12.877,56,64,9.1,15.53
90,0.291506,0.997356,0.283676,0.999556,0.00058071,165.8,9.530,12.877,43,65,9.0,15.54
91,0.291480,0.997431,0.283521,0.999556,0.00057293,166.0,9.530,12.877,54,63,8.9,15.56
92,0.290626,0.997666,0.283991,0.999333,0.00056513,166.0,9.530,12.877,43,63,9.0,15.56
93,0.291335,0.997518,0.284108,0.999444,0.00055731,165.9,9.530,12.877,57,65,9.0,15.53
94,0.290600,0.997614,0.282615,1.000000,0.00054948,166.0,9.530,12.877,57,65,9.0,15.54
95,0.290989,0.997625,0.282935,0.999889,0.00054163,166.1,9.528,12.877,63,63,9.1,15.53
96,0.290526,0.997743,0.283435,0.999667,0.00053378,165.9,9.529,12.877,61,62,9.6,15.69
97,0.290433,0.997780,0.282643,1.000000,0.00052591,166.1,9.529,12.877,55,63,9.2,15.58
98,0.290897,0.997604,0.283022,0.999778,0.00051805,165.8,9.528,12.877,65,65,9.0,15.54
99,0.290849,0.997696,0.282863,0.999667,0.00051017,165.9,9.530,12.877,67,63,9.2,15.55
100,0.290333,0.997739,0.282727,0.999889,0.00050230,165.8,9.530,12.877,62,64,9.0,15.56
101,0.290781,0.997689,0.282954,0.999778,0.00049442,165.7,9.528,12.877,66,62,9.0,15.56
102,0.290502,0.997775,0.283096,0.999778,0.00048654,165.7,9.529,12.877,42,62,9.0,15.54
103,0.290232,0.997839,0.282645,0.999889,0.00047867,165.8,9.529,12.877,42,63,9.1,15.56
104,0.289884,0.997980,0.282589,1.000000,0.00047080,165.7,9.530,12.877,60,66,9.0,15.56
105,0.290015,0.997878,0.282633,0.999889,0.00046295,166.0,9.528,12.877,54,65,9.0,15.59
106,0.289666,0.997939,0.282689,0.999889,0.00045509,166.0,9.528,12.877,56,64,8.9,15.55
107,0.289480,0.998044,0.282623,1.000000,0.00044726,166.0,9.529,12.877,52,62,9.0,15.58
