train_loss,train_acc,val_loss,val_acc,lr
1.9467547201304798,0.5115438401337621,1.0833947357421179,0.693721403394817,0.009990134628777144
1.1999326666672308,0.7225634230691176,1.0229325920813397,0.7025284413835264,0.009960577449221733
1.0886625297387487,0.7601286089002512,0.9963989985965146,0.70957789261527,0.00991144511001808
1.0351586989784403,0.7790396860413491,1.0096882703608574,0.7148506528861676,0.00984293151406259
1.0078232028450513,0.7888917594858414,1.0179494184756457,0.7074477738826429,0.00975530705321762
0.9968801188992601,0.7927739917451483,1.0024971537365521,0.723342471510856,0.009648917541198314
0.9872103017410143,0.7961270490809742,0.9906196717855476,0.7340026172759315,0.009524182848803867
0.9832595711863518,0.7975961328672346,0.9778104420496869,0.7291023889806952,0.009381595246879296
0.9765237228917045,0.7994094574086914,0.9472535570182804,0.7458376715796311,0.009221717463547325
0.9712052939446364,0.801048929979214,0.9681023027476041,0.733238449120729,0.00904518046337755
0.9668043956324661,0.8027798306778773,0.9895763001894565,0.7319011548491245,0.008852680957257558
0.963547582339687,0.8034302171348779,0.9620662219174416,0.7274116669373095,0.008644978652793346
0.9595234148499825,0.8050994731107797,0.9621343929058495,0.7453314101768094,0.00842289325609048
0.9557211363633232,0.8060954855976455,0.9799391211305003,0.7337351584216106,0.008187301236748575
0.9542044226408646,0.8067645732626751,0.947977217705105,0.7456561816427705,0.007939132368836222
0.9509726021629888,0.8076179024586547,0.9833592134049297,0.7313375808346627,0.0076793660614974954
0.9464658532309266,0.8090385016315073,0.9349871727390395,0.7572524333979692,0.007409027493671528
0.9451871425581615,0.8093952098587227,0.9703325839090899,0.7261603415831653,0.007129183568179582
0.9404247332857729,0.8108947696876968,0.9137017618420006,0.7564691610388866,0.00684093870114705
0.9377041176453429,0.8119822103027033,0.948716539524443,0.7353399115475361,0.006545430463377551
0.934995104587365,0.8128272278506702,0.955512738130827,0.7365721326978002,0.0062438250908806925
0.9324910063762076,0.8136777864973123,0.955074095797979,0.745799463171871,0.0059373128822713325
0.9290416977003995,0.8148185601870674,0.9421546231298723,0.7446627630410072,0.005627103501204741
0.9244480555516627,0.8166346552778618,0.9262668066426559,0.7472609347686958,0.005314421202386804
0.9200657697407995,0.8183593222405156,0.9353339402319375,0.7415201215027367,0.0050005000000000015
0.9189450552852931,0.8188039954091998,0.9223412751922611,0.7508620772000879,0.004686578797613199
0.9131876299619958,0.8212406935516157,0.9368740687772125,0.7492382198702825,0.004373896498795262
0.9110793770975667,0.821334892229094,0.9273568628387477,0.7484931559189599,0.004063687117728671
0.9070785561074404,0.8229452740315718,0.9057298905244421,0.7638815921443514,0.0037571749091193096
0.9038834391557238,0.8240507232172727,0.9405943724353665,0.7382628547411858,0.0034555695366224534
0.9001356283144493,0.8255592873315939,0.8981627441909883,0.7546924700780406,0.0031600612988529554
0.8949883034394587,0.8273296683583179,0.9222343279637668,0.7456848379485906,0.0028718164318204207
0.892551783633688,0.8280382363514082,0.9121892518517982,0.7489612089140215,0.002591972506328475
0.8897414574336052,0.8296818647459372,0.9176861806562568,0.7507378998748675,0.002321633938502506
0.8851226531561497,0.8308025519529949,0.9207539978949372,0.7439463553955048,0.002061867631163782
0.8807483206217334,0.8333195960262011,0.9138856581937703,0.747920029802558,0.0018136987632514261
0.8771145248953548,0.8349244367300037,0.9004677076414602,0.7624487768533466,0.0015781067439095211
0.8749336295408844,0.8357452119712666,0.9084569672859817,0.7503462636953262,0.0013560213472066545
0.8710034050745016,0.8371270234533927,0.897590698826035,0.7620857969796254,0.0011483190427424425
0.8684101437448152,0.8379568029800029,0.9054928339686078,0.7563831921214264,0.000955819536622451
0.863627271972549,0.8403318563996572,0.8987839208449372,0.7582936125094327,0.0007792825364526769
0.8608758010473357,0.8418895977647208,0.8984703887485832,0.7575772048639303,0.0006194047531207042
0.8581579042054194,0.8430656959585304,0.8933349478484933,0.7621431095912655,0.0004768171511961364
0.8550911358986971,0.8442646511843752,0.8825686761600027,0.7697370306335909,0.0003520824588016875
0.8524183036128364,0.8456658565118645,0.8943660906267148,0.7641872594064324,0.00024569294678237997
0.8514770462836116,0.8462054209953614,0.8744009147379145,0.771246262740116,0.00015806848593740948
0.8480787939548171,0.8477444611523961,0.888494474035486,0.767941235468865,8.955488998192072e-05
0.8470514787810455,0.8477714740084377,0.8826404088517462,0.7685812262988471,4.0422550778268405e-05
0.8457997990836744,0.8485707774923342,0.8807852155134768,0.7686003305027271,1.086537122285634e-05
0.8453708303252074,0.8485125959562447,0.8827954529463373,0.7693262902501695,1e-06
