epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_s,vram_peak_alloc_gb,vram_peak_reserved_gb,cuda_util_pct,gpu_temp_c,cpu_pct,ram_used_gb
70,0.298447,0.997117,0.285902,0.998778,0.00003000,93.4,14.003,14.447,49,60,11.2,12.33
71,0.298574,0.997192,0.285688,0.998778,0.00003000,93.6,14.003,14.447,15,61,11.2,12.33
72,0.298840,0.996965,0.284527,0.999333,0.00003000,93.5,14.003,14.447,72,61,11.2,12.34
73,0.298211,0.997302,0.285650,0.998778,0.00003000,93.4,14.003,14.447,22,62,11.2,12.33
74,0.298313,0.997135,0.284455,0.999556,0.00003000,93.5,14.003,14.447,100,62,11.1,12.35
75,0.298106,0.997286,0.285742,0.999111,0.00003000,93.6,14.003,14.447,14,66,11.0,12.33
76,0.298342,0.997108,0.285307,0.999444,0.00003000,93.5,14.003,14.447,19,63,11.1,12.34
77,0.297749,0.997413,0.285084,0.999111,0.00003000,93.5,14.003,14.447,88,61,11.2,12.34
78,0.297558,0.997372,0.284927,0.999333,0.00003000,93.6,14.003,14.447,63,60,11.1,12.34
79,0.297509,0.997377,0.285102,0.999333,0.00003000,93.7,14.003,14.447,82,62,11.0,12.34
80,0.297246,0.997527,0.285851,0.999000,0.00003000,93.8,14.003,14.447,99,61,11.0,12.34
81,0.297265,0.997468,0.284102,0.999778,0.00003000,93.6,14.003,14.447,93,66,11.1,12.34
82,0.297417,0.997440,0.285034,0.999333,0.00003000,93.7,14.003,14.447,33,65,11.3,12.18
83,0.297015,0.997484,0.285320,0.999444,0.00002999,93.6,14.003,14.447,47,64,11.1,12.18
84,0.297030,0.997493,0.283915,0.999667,0.00002999,93.6,14.003,14.447,87,61,11.2,12.19
85,0.297127,0.997552,0.283666,0.999889,0.00002999,93.7,14.003,14.447,38,65,11.1,12.18
86,0.296815,0.997627,0.284055,0.999667,0.00002999,93.7,14.003,14.447,81,66,11.1,12.19
87,0.296533,0.997666,0.284094,0.999778,0.00002999,93.4,14.003,14.447,97,61,11.2,12.19
88,0.296810,0.997643,0.284997,0.999333,0.00002999,93.5,14.003,14.447,36,62,11.3,12.22
89,0.296299,0.997721,0.283753,0.999778,0.00002999,93.5,14.003,14.447,29,64,11.1,12.19
90,0.296408,0.997705,0.284050,0.999889,0.00002999,93.5,14.003,14.447,78,63,11.0,12.19
91,0.296316,0.997691,0.283960,0.999667,0.00002999,93.6,14.003,14.447,22,62,11.1,12.16
92,0.296300,0.997698,0.284134,0.999556,0.00002999,93.6,14.003,14.447,42,64,11.1,12.21
93,0.295991,0.997757,0.283705,0.999667,0.00002999,93.6,14.003,14.447,20,71,11.2,12.19
94,0.296142,0.997721,0.283817,0.999778,0.00002999,93.6,14.003,14.447,56,66,11.0,12.19
95,0.295934,0.997823,0.283370,1.000000,0.00002999,93.6,14.003,14.447,20,66,11.2,12.2
96,0.295914,0.997814,0.283586,0.999778,0.00002999,93.8,14.003,14.447,63,60,11.1,12.18
97,0.295703,0.997932,0.283382,1.000000,0.00002999,93.6,14.003,14.447,37,61,11.1,12.18
98,0.295851,0.997796,0.283685,0.999667,0.00002999,93.6,14.003,14.447,69,61,11.2,12.19
99,0.295860,0.997828,0.283650,0.999889,0.00002999,93.6,14.003,14.447,86,68,11.3,12.18
100,0.295831,0.997841,0.283240,1.000000,0.00002999,93.5,14.003,14.447,3,65,11.2,12.18
101,0.295457,0.997941,0.283830,0.999778,0.00002999,93.7,14.003,14.447,28,65,11.0,12.18
102,0.295143,0.998064,0.283609,0.999889,0.00002999,93.6,14.003,14.447,60,65,11.1,12.19
103,0.295137,0.997985,0.284231,0.999667,0.00002999,93.5,14.003,14.447,85,62,11.2,12.19
104,0.295133,0.998058,0.283900,0.999333,0.00002999,93.5,14.003,14.447,66,66,11.2,12.22
105,0.295187,0.998064,0.283848,0.999556,0.00002999,93.6,14.003,14.447,71,60,11.1,12.18
106,0.295511,0.997887,0.283670,0.999778,0.00002999,93.8,14.003,14.447,97,61,11.0,12.19
107,0.294754,0.998092,0.283731,0.999556,0.00002999,93.4,14.003,14.447,35,61,11.2,12.19
108,0.295066,0.998030,0.283107,1.000000,0.00002999,93.5,14.003,14.447,38,64,11.1,12.18
109,0.295058,0.998012,0.283836,0.999778,0.00002999,93.5,14.003,14.447,36,64,11.2,12.18
110,0.294901,0.998171,0.283304,0.999889,0.00002999,93.4,14.003,14.447,29,62,11.1,12.19
111,0.294829,0.998080,0.284362,0.999556,0.00002999,93.3,14.003,14.447,79,61,11.2,12.19
112,0.294732,0.998110,0.283268,0.999889,0.00002999,93.5,14.003,14.447,75,64,11.1,12.19
113,0.294567,0.998192,0.283384,0.999889,0.00002999,93.5,14.003,14.447,32,65,11.1,12.19
114,0.294616,0.998190,0.283382,1.000000,0.00002999,93.6,14.003,14.447,34,66,11.1,12.22
115,0.294518,0.998185,0.283439,0.999889,0.00002999,93.4,14.003,14.447,60,65,11.3,12.22
116,0.294574,0.998158,0.283419,0.999778,0.00002999,93.6,14.003,14.447,56,61,11.1,12.21
117,0.294341,0.998240,0.283490,0.999889,0.00002999,93.5,14.003,14.447,53,68,11.1,12.2
118,0.294300,0.998290,0.283247,0.999889,0.00002999,93.5,14.003,14.447,73,63,11.2,12.19
119,0.294530,0.998203,0.283072,1.000000,0.00002999,93.5,14.003,14.447,54,61,11.2,12.19
120,0.294174,0.998386,0.283412,0.999889,0.00002999,93.5,14.003,14.447,76,66,11.2,12.22
121,0.294176,0.998317,0.283213,0.999889,0.00002999,93.7,14.003,14.447,33,65,11.2,12.2
122,0.293970,0.998379,0.283799,0.999556,0.00002999,93.8,14.003,14.447,40,61,11.1,12.22
123,0.294115,0.998322,0.283120,1.000000,0.00002999,93.6,14.003,14.447,34,67,11.1,12.21
124,0.294327,0.998231,0.283266,0.999889,0.00002999,93.5,14.003,14.447,69,65,11.2,12.21
125,0.293945,0.998340,0.283354,0.999778,0.00002999,93.7,14.003,14.447,44,66,11.2,12.19
126,0.294036,0.998347,0.283139,1.000000,0.00002999,93.7,14.003,14.447,46,67,11.0,12.2
127,0.294048,0.998324,0.283343,0.999889,0.00002999,93.7,14.003,14.447,80,63,11.2,12.2
128,0.294011,0.998306,0.282891,1.000000,0.00002999,93.5,14.003,14.447,86,70,11.1,12.17
129,0.293790,0.998415,0.283382,0.999667,0.00002999,93.8,14.003,14.447,96,61,11.2,12.16
130,0.293719,0.998452,0.283109,1.000000,0.00002999,93.8,14.003,14.447,32,64,11.2,12.2
131,0.294006,0.998313,0.283495,0.999889,0.00002999,94.0,14.003,14.447,70,62,11.1,12.19
132,0.294015,0.998317,0.283595,0.999889,0.00002999,93.8,14.003,14.447,47,66,11.1,12.2
133,0.293593,0.998508,0.283278,0.999889,0.00002999,93.6,14.003,14.447,76,66,11.1,12.17
134,0.293672,0.998518,0.283325,0.999889,0.00002999,93.5,14.003,14.447,9,66,11.1,12.18
135,0.293639,0.998411,0.283009,1.000000,0.00002999,93.4,14.003,14.447,32,65,11.2,12.18
136,0.293581,0.998481,0.283282,0.999889,0.00002999,93.5,14.003,14.447,73,67,11.2,12.17
137,0.293576,0.998429,0.283994,0.999333,0.00002999,93.8,14.003,14.447,61,66,11.2,12.18
138,0.293623,0.998426,0.283617,0.999778,0.00002999,93.7,14.003,14.447,51,61,11.0,12.19
139,0.293550,0.998488,0.283164,1.000000,0.00002999,93.7,14.003,14.447,88,62,11.1,12.19
140,0.293332,0.998465,0.283467,0.999778,0.00002999,93.5,14.003,14.447,42,68,11.3,12.18
141,0.293223,0.998522,0.283328,0.999889,0.00002999,93.7,14.003,14.447,69,66,11.3,12.2
142,0.293182,0.998565,0.283865,0.999778,0.00002999,93.7,14.003,14.447,61,61,11.3,12.2
143,0.293317,0.998518,0.283201,0.999889,0.00002998,93.5,14.003,14.447,93,66,11.3,12.22
